14 86,441 100,439 95,466 109,466
33 102,439 118,437 110,466 126,465
23 119,437 137,435 127,465 145,465
6 145,434 166,431 153,464 173,464
7 169,431 193,428 175,464 198,463
4 195,428 223,424 200,463 227,462
2 226,424 259,420 230,462 261,461
plate 81,431 268,400 96,473 269,472
30 115,71 144,72 127,125 153,126
33 146,72 173,74 156,126 181,126
13 176,74 200,75 183,126 207,126
6 213,76 236,77 218,126 240,127
1 238,77 262,78 242,127 265,127
4 264,78 286,79 267,127 287,127
5 288,80 309,81 290,127 310,128
plate 108,46 315,61 127,139 315,140
