16 60,125 83,128 55,179 78,179
10 85,128 106,130 81,179 103,180
15 108,131 128,133 105,180 125,181
2 135,134 153,136 133,181 151,181
3 155,136 172,138 153,181 170,182
1 173,138 189,139 172,182 188,182
4 190,140 205,141 190,182 205,183
plate 60,106 209,127 51,192 208,193
15 196,41 208,40 186,69 199,69
20 209,40 223,39 200,69 214,68
24 224,39 238,37 215,68 231,68
8 245,37 260,35 238,68 254,67
3 262,35 278,34 256,67 274,67
1 280,34 298,32 276,67 295,66
2 300,32 319,30 298,66 319,66
plate 198,31 325,16 181,77 325,77
