33 36,297 72,300 49,369 82,370
31 76,301 108,304 85,370 116,371
21 111,304 141,307 118,371 147,372
0 154,308 181,311 159,372 185,373
1 184,311 209,314 188,373 212,373
4 211,314 235,317 214,373 236,374
6 237,317 260,319 239,374 260,374
plate 27,265 265,296 48,388 265,389
28 244,41 269,43 253,89 276,90
31 271,43 293,46 278,90 299,90
33 295,46 316,48 300,90 320,91
4 325,49 342,51 328,91 345,92
4 344,51 361,53 347,92 363,92
3 363,53 378,55 364,92 379,92
0 380,55 394,57 381,92 394,93
plate 237,18 398,41 253,102 398,102
