29 59,228 73,226 68,253 82,253
16 74,226 91,223 83,253 100,252
20 92,223 111,220 101,252 119,252
7 120,219 144,215 129,251 152,251
9 146,215 174,211 154,251 180,250
2 178,210 211,205 184,250 215,248
3 214,205 255,199 218,248 257,247
plate 53,217 269,175 69,260 270,259
15 295,188 305,189 289,211 300,211
31 306,189 315,190 301,211 311,211
31 315,190 323,191 311,211 320,212
1 327,191 335,192 324,212 333,212
4 335,192 342,193 334,212 341,212
5 343,193 350,194 342,212 349,212
8 351,194 357,194 350,212 356,212
plate 296,179 359,187 286,218 359,218
