15 40,305 65,307 53,355 75,356
33 67,307 91,309 78,356 99,356
23 93,309 115,310 101,356 122,356
5 124,311 145,312 130,356 150,357
5 147,312 167,314 152,357 170,357
1 169,314 187,315 172,357 189,357
5 189,315 207,316 191,357 208,358
plate 32,285 212,301 53,366 212,367
21 336,445 355,448 331,491 351,492
13 357,448 375,451 354,492 373,493
22 376,451 393,453 374,493 391,493
0 400,454 414,456 398,494 412,494
1 415,457 428,458 414,494 427,495
2 430,459 442,460 429,495 442,495
8 443,461 454,462 443,495 454,496
plate 335,427 457,450 327,504 457,505
