13 165,49 193,51 174,105 200,105
10 196,52 222,54 203,105 227,106
14 224,54 248,57 229,106 252,107
1 258,57 280,60 262,107 283,107
4 282,60 302,62 285,107 304,108
9 304,62 323,64 306,108 324,108
7 325,64 343,65 326,108 343,109
plate 159,25 347,48 174,120 347,120
16 85,190 97,188 68,218 81,218
20 98,187 113,185 82,218 97,217
10 114,184 130,182 98,217 115,216
5 138,180 159,176 123,215 145,214
0 160,176 184,172 147,214 172,213
3 187,171 214,166 175,213 206,211
9 217,166 251,159 209,211 248,209
plate 89,180 262,142 62,227 260,225
