14 169,163 206,168 178,242 214,244
14 210,169 244,174 218,244 250,245
17 246,174 276,178 252,245 281,246
4 289,180 316,184 293,246 318,247
2 319,184 343,187 321,247 344,248
8 344,188 366,191 346,248 367,249
7 369,191 389,194 370,249 389,250
plate 160,128 394,172 177,263 394,264
20 43,338 71,340 28,405 59,406
21 74,341 101,343 62,406 91,407
11 103,343 128,345 93,407 120,408
2 139,346 162,348 132,408 157,408
8 165,348 187,350 160,408 183,409
8 188,351 209,352 185,409 207,410
1 212,353 231,354 210,410 231,410
plate 45,313 237,334 20,426 236,426
