32 41,198 69,202 31,263 62,264
19 71,202 97,206 64,264 91,265
16 99,206 121,209 93,266 117,266
9 132,211 152,214 128,267 149,268
9 153,214 172,217 151,268 170,269
1 174,217 191,220 172,269 190,269
9 193,220 208,222 192,269 208,270
plate 42,173 212,205 26,283 212,284
10 349,291 360,290 357,311 367,310
11 361,290 372,290 368,310 379,310
23 374,290 387,289 381,310 392,310
6 392,288 405,288 397,310 409,310
4 406,288 420,287 410,310 423,310
9 422,287 437,286 425,310 439,309
5 438,286 454,285 440,309 455,309
plate 345,282 458,273 358,316 458,315
