31 133,381 153,380 147,418 167,418
25 156,380 177,379 168,418 189,417
14 179,379 201,378 190,417 211,417
0 211,378 234,377 220,417 242,417
9 237,377 261,376 244,417 266,417
2 263,376 288,375 268,417 291,417
0 290,375 316,374 293,417 317,416
plate 124,364 322,355 149,427 323,427
28 77,194 89,193 67,221 79,221
14 90,192 103,191 80,221 94,220
32 105,191 119,189 95,220 110,220
2 126,188 142,185 117,219 135,219
5 144,185 163,183 137,219 157,218
3 165,182 186,179 159,218 182,217
2 188,179 212,176 185,217 211,216
plate 79,185 219,162 63,228 219,227
