20 51,176 76,177 59,226 83,226
31 78,178 103,179 85,226 109,226
25 105,179 128,180 111,226 133,227
7 138,180 160,181 142,227 163,227
1 162,181 184,182 165,227 186,227
6 186,183 206,184 188,227 207,227
6 208,184 228,185 209,227 228,228
plate 44,155 233,167 59,239 233,239
26 191,267 206,270 183,304 199,305
33 207,270 220,272 201,305 215,306
27 222,273 234,275 217,306 230,306
4 238,276 248,278 235,307 246,307
4 249,278 258,280 247,307 257,308
9 260,280 268,282 258,308 267,309
9 269,282 276,284 268,309 276,309
plate 192,253 278,275 178,316 278,317
