24 66,53 78,54 58,83 72,83
31 79,54 91,55 73,83 86,83
19 93,55 104,56 88,83 100,84
3 109,56 120,57 105,84 117,84
2 120,57 131,58 118,84 129,84
6 132,58 142,59 131,84 141,84
3 143,59 152,59 142,84 152,85
plate 67,43 155,50 55,92 154,92
25 141,125 157,126 130,164 148,165
16 159,126 175,127 150,165 167,165
32 176,127 190,129 168,165 185,165
2 197,129 210,130 191,165 206,166
4 211,130 224,131 208,166 221,166
8 226,131 238,132 223,166 237,166
6 239,132 251,133 238,166 251,167
plate 143,111 254,122 125,176 254,177
