30 72,324 84,323 79,345 91,345
19 85,323 98,321 92,345 105,344
25 99,321 114,319 106,344 121,344
2 122,318 139,316 128,344 144,343
6 141,316 161,313 146,343 165,343
5 163,313 186,310 167,343 189,342
9 189,310 216,307 192,342 216,341
plate 67,315 224,289 80,351 225,350
17 271,14 279,13 275,27 282,27
28 279,13 287,12 283,27 291,27
23 289,12 298,10 292,26 302,26
9 302,10 314,8 306,26 317,26
2 315,8 328,6 318,26 331,25
2 331,6 347,3 333,25 349,24
8 349,3 369,0 351,24 370,24
plate 269,9 375,-11 276,30 375,30
