16 2,213 18,210 -11,249 5,249
33 20,210 38,208 7,249 26,248
23 40,208 60,205 27,248 48,247
1 70,204 93,201 59,247 83,246
3 95,200 121,197 86,246 113,245
5 123,197 152,193 116,245 147,244
2 156,192 188,188 151,244 187,242
plate 5,199 198,168 -17,260 197,259
22 303,362 313,363 295,389 307,389
30 314,363 325,364 308,389 320,389
27 326,364 335,365 321,389 331,390
4 340,365 349,366 336,390 346,390
2 349,366 358,367 347,390 357,390
7 359,367 367,368 358,390 366,390
3 368,368 376,368 367,390 376,391
plate 304,354 378,361 292,396 378,396
