24 68,325 86,323 77,360 95,359
33 89,323 109,320 97,359 117,359
29 111,320 133,318 119,359 141,358
1 145,317 171,314 151,358 177,357
3 174,313 204,310 180,357 208,356
7 206,310 239,306 211,356 243,356
6 244,306 282,301 246,355 283,354
plate 62,311 293,277 77,369 293,368
14 107,171 123,172 116,201 130,201
26 124,172 139,172 131,201 145,201
33 141,173 156,174 147,201 160,201
2 161,174 174,175 165,201 177,202
3 175,175 188,175 178,202 190,202
5 190,176 202,176 192,202 203,202
3 203,176 214,177 204,202 215,202
plate 102,157 217,166 117,208 217,209
