13 59,410 84,413 65,459 89,460
12 85,413 108,416 90,460 112,461
31 109,416 130,418 113,461 133,461
7 139,419 156,421 141,462 158,462
3 158,421 174,423 160,462 175,463
7 176,424 191,425 177,463 191,463
8 192,426 206,427 193,463 206,463
plate 53,387 210,412 64,473 210,473
13 203,43 220,46 206,80 222,80
29 221,46 237,48 224,80 238,81
20 239,49 253,51 241,81 254,82
7 258,51 270,53 259,82 271,82
1 271,53 282,55 272,82 282,83
1 283,55 293,57 284,83 294,83
4 294,57 303,58 294,83 303,84
plate 200,27 305,48 205,90 305,91
