17 65,137 87,140 57,187 80,188
33 88,141 108,143 81,188 103,189
27 109,144 127,146 104,189 123,189
6 134,147 149,149 131,190 147,190
7 151,149 165,151 149,190 163,191
2 167,152 180,153 165,191 179,191
3 181,154 193,155 180,191 193,192
plate 66,118 196,142 52,202 196,203
18 279,296 298,299 285,338 302,339
30 301,299 318,302 305,339 321,340
12 320,302 337,304 323,340 339,340
5 343,305 357,307 345,340 359,341
4 358,307 371,309 360,341 372,341
1 372,309 384,311 373,341 384,342
3 386,311 396,313 386,342 396,342
plate 274,278 398,302 283,349 399,350
