31 55,172 92,178 62,253 98,254
22 96,178 129,183 102,254 133,255
22 132,184 161,188 136,255 165,256
0 174,190 200,194 177,257 202,258
3 203,194 226,198 205,258 228,259
2 228,198 250,201 229,259 250,260
1 252,202 272,205 253,260 272,260
plate 47,137 277,183 59,274 277,275
25 218,382 233,382 223,414 237,414
20 235,382 250,383 239,414 253,414
29 252,383 267,384 255,414 270,414
4 274,384 288,384 276,415 290,415
1 289,384 304,385 291,415 305,415
5 305,385 319,385 306,415 319,415
7 321,386 333,386 321,415 333,415
plate 214,369 337,375 222,423 337,423
