12 54,385 83,389 36,457 68,458
26 86,389 113,392 72,458 101,459
33 115,392 139,395 103,459 130,460
0 150,397 173,400 142,460 167,461
2 175,400 196,402 169,461 192,462
8 197,403 217,405 194,462 215,463
4 219,405 237,408 217,463 237,463
plate 57,359 242,388 26,479 242,480
23 127,303 139,301 138,325 150,324
33 140,301 154,299 151,324 165,324
15 156,299 172,297 166,324 182,324
9 179,296 198,294 188,323 207,323
1 200,293 222,290 209,323 230,322
6 225,290 251,287 232,322 256,321
9 255,286 287,282 259,321 288,321
plate 121,294 296,264 139,330 297,329
