29 77,401 94,404 71,444 89,445
29 96,404 111,407 91,445 107,446
10 113,408 127,410 109,446 125,447
9 133,411 145,414 131,447 144,448
4 146,414 157,416 144,448 156,448
3 158,416 168,418 157,448 167,449
6 169,418 178,420 169,449 178,449
plate 77,385 180,410 66,457 180,458
18 233,196 256,197 221,249 246,249
31 258,197 280,198 248,249 272,250
30 282,198 303,199 274,250 297,250
6 313,200 333,201 308,250 329,250
8 335,201 356,202 331,250 352,251
1 357,202 376,203 354,251 374,251
4 379,203 397,204 377,251 397,251
plate 235,177 402,186 215,265 402,265
