32 337,214 348,212 324,239 335,239
12 349,212 361,210 336,239 349,238
29 363,210 376,207 350,238 365,238
5 382,206 398,204 371,237 389,237
3 400,204 419,201 391,236 411,236
4 421,201 442,197 413,235 436,234
9 444,197 468,193 439,234 467,233
plate 340,205 476,180 319,246 474,245
18 70,126 79,124 77,144 87,143
22 81,124 93,123 88,143 100,143
25 93,122 107,121 100,143 113,143
1 113,120 128,118 119,143 134,142
9 130,118 148,115 136,142 152,142
2 150,115 172,112 155,141 175,141
8 173,112 200,109 176,141 201,140
plate 65,118 207,93 78,148 207,148
