21 87,153 98,152 75,180 87,180
33 100,151 113,150 89,180 102,179
21 114,149 128,147 104,179 119,179
3 135,147 151,144 126,178 143,178
1 153,144 172,141 145,178 165,177
0 174,141 195,138 167,177 190,176
8 197,138 221,135 193,176 220,175
plate 89,144 228,121 71,187 227,186
25 244,141 266,144 238,189 261,190
24 267,144 287,146 262,190 283,191
10 288,147 306,149 284,191 303,191
9 314,150 330,152 311,192 328,192
4 331,152 346,154 330,192 345,193
7 347,154 361,155 346,193 360,193
8 363,156 375,157 362,193 375,194
plate 244,122 379,143 234,203 379,204
