18 42,62 69,66 25,131 56,132
13 71,66 97,70 58,132 87,133
21 99,70 122,73 89,133 114,134
5 132,75 154,78 125,135 149,136
5 155,78 174,81 150,136 171,136
0 177,81 194,84 173,137 192,137
3 196,84 212,86 194,137 211,138
plate 44,37 217,68 15,152 216,154
30 106,222 113,221 109,235 116,235
11 114,221 122,220 117,235 125,235
27 122,220 130,220 125,235 133,235
1 134,220 144,219 137,235 146,234
0 145,219 154,218 147,234 155,234
8 155,218 166,217 156,234 167,234
5 167,217 178,216 168,234 178,234
plate 104,216 182,207 109,238 182,238
