17 61,35 76,34 57,66 71,66
14 77,34 92,33 73,66 88,65
18 94,32 110,31 90,65 107,65
1 117,30 135,29 114,65 132,64
8 137,28 157,27 134,64 154,64
5 159,26 180,24 157,64 178,63
5 182,24 205,22 181,63 205,63
plate 62,25 212,7 54,74 211,73
20 163,117 184,116 175,156 194,156
30 185,116 208,114 196,156 218,155
24 210,114 233,112 220,155 242,155
7 244,112 271,110 252,155 278,154
7 273,110 300,108 280,154 305,154
7 304,107 333,105 309,154 336,153
6 336,105 367,103 339,153 368,153
plate 156,101 377,81 175,166 377,165
