33 66,254 83,252 52,291 69,291
21 85,251 103,249 71,290 91,290
26 104,249 124,246 92,290 113,289
0 134,245 157,242 124,289 148,288
2 160,242 186,239 151,288 178,287
6 188,238 217,235 181,287 212,286
9 220,234 253,230 216,285 251,284
plate 69,241 262,210 46,302 261,301
20 302,174 310,173 298,191 306,191
33 311,173 319,172 307,191 316,190
20 321,172 330,171 317,190 327,190
9 335,170 345,169 331,190 343,189
6 346,169 359,167 344,189 356,189
9 361,167 374,165 359,189 373,188
5 376,165 391,163 374,188 391,188
plate 303,168 395,154 296,196 395,195
