32 59,177 90,182 44,254 79,256
11 94,183 122,187 82,256 113,257
19 124,187 150,191 115,257 143,258
7 161,193 184,197 155,259 179,260
8 186,197 207,200 182,260 204,261
9 208,201 228,204 206,261 226,262
9 230,204 247,207 228,262 247,263
plate 60,148 252,187 36,278 252,279
16 278,187 296,185 293,219 311,219
21 298,185 319,183 312,219 332,218
32 321,182 343,180 334,218 355,218
9 353,179 380,176 365,218 390,217
9 382,176 410,173 392,217 418,216
5 414,173 446,170 422,216 451,216
8 449,170 485,166 454,216 487,215
plate 270,173 496,142 295,227 497,227
