19 29,58 56,60 34,113 60,114
24 58,60 83,63 63,114 87,114
17 86,63 109,65 89,114 112,115
1 119,66 140,68 121,115 142,116
5 142,68 162,70 144,116 164,116
1 164,70 183,72 165,116 184,117
3 185,72 203,74 186,117 203,117
plate 24,35 207,56 33,128 207,129
28 109,299 123,299 113,329 127,329
21 125,299 141,298 128,329 144,329
25 142,298 158,298 145,329 160,329
5 165,298 180,297 167,329 182,329
0 183,297 198,297 184,329 200,329
7 201,297 218,296 202,328 219,328
1 219,296 237,295 220,328 237,328
plate 106,287 242,282 112,337 242,337
