23 51,407 76,411 44,465 71,466
21 78,411 102,414 73,466 98,467
20 104,414 125,417 100,467 122,468
4 134,418 153,420 131,468 151,469
2 155,420 173,423 153,469 172,469
1 175,423 191,425 173,469 191,470
2 193,425 208,427 192,470 208,471
plate 51,385 212,411 39,482 212,483
22 164,114 182,113 172,149 189,149
17 184,113 202,112 191,149 209,149
25 204,112 224,111 211,149 229,149
6 232,111 252,110 237,148 256,148
6 254,110 275,109 258,148 278,148
1 277,109 299,108 280,148 301,148
1 302,108 324,107 303,148 325,148
plate 159,100 330,91 172,157 331,157
