28 86,439 98,441 83,464 95,465
11 99,441 109,442 96,465 107,465
16 109,442 118,444 107,465 117,466
4 122,444 130,445 121,466 129,466
0 131,446 138,447 130,466 137,466
1 139,447 145,448 138,466 145,467
2 146,448 152,449 146,467 152,467
plate 86,429 154,441 81,472 154,472
17 333,96 356,99 328,145 352,146
30 357,99 377,102 353,146 374,147
29 378,102 397,104 375,147 394,147
5 405,105 420,107 403,147 419,148
5 422,107 437,109 421,148 436,149
6 438,109 452,111 437,149 451,149
1 453,111 466,113 453,149 466,150
plate 333,76 469,99 324,159 469,160
