17 267,386 281,385 274,415 288,415
14 283,385 299,385 290,415 305,415
13 301,385 317,384 306,415 322,415
9 324,384 340,383 329,415 344,415
6 343,383 359,383 346,414 362,414
9 361,383 380,382 364,414 381,414
0 381,382 400,382 382,414 400,414
plate 262,373 404,367 274,422 405,422
23 61,263 74,261 56,290 69,290
16 76,261 91,259 71,290 86,289
21 92,259 109,257 88,289 104,288
4 116,256 136,253 112,288 132,287
5 137,253 159,250 134,287 157,287
9 162,250 186,246 159,286 185,286
0 189,246 218,242 187,285 217,284
plate 61,253 225,226 53,298 225,297
