10 71,283 85,280 62,312 76,311
23 87,280 102,277 78,311 94,310
27 104,277 122,274 95,310 113,310
4 131,272 153,268 123,309 146,308
0 156,268 183,263 149,308 176,307
9 185,263 217,257 179,306 213,305
1 221,257 261,250 217,305 260,303
plate 73,272 274,228 58,320 273,319
30 217,129 225,128 213,146 220,145
29 226,127 235,126 221,145 231,145
12 236,126 247,124 231,145 243,144
5 252,123 265,120 248,144 261,143
1 267,120 282,117 263,143 279,142
3 285,117 305,113 281,142 302,141
0 306,113 331,108 304,141 331,140
plate 218,123 339,95 210,150 338,149
