20 64,135 76,134 68,160 80,159
18 78,134 92,133 82,159 95,159
25 92,133 107,132 96,159 111,159
5 114,131 130,130 117,159 132,158
6 132,130 148,128 134,158 150,158
1 151,128 170,127 153,158 171,158
7 171,127 192,125 172,158 193,157
plate 60,125 198,111 68,166 198,166
19 186,366 196,367 188,387 198,387
14 197,367 207,367 199,387 209,387
10 207,367 217,368 209,387 218,387
4 221,368 231,368 222,387 231,387
8 232,368 240,369 232,387 240,387
9 241,369 249,369 241,387 249,387
9 250,369 258,369 250,387 258,387
plate 184,357 260,361 187,392 260,392
