11 67,380 89,382 63,431 86,432
27 92,382 112,384 88,432 109,432
21 114,384 134,386 111,432 131,433
5 142,387 160,388 140,433 158,433
8 161,389 178,390 160,434 177,434
5 180,390 196,392 179,434 196,434
0 198,392 213,393 197,434 213,435
plate 67,362 217,379 59,444 217,445
21 366,15 373,14 362,31 369,31
12 374,14 382,13 370,31 379,31
27 383,13 391,12 380,31 389,30
2 396,12 405,11 393,30 403,30
2 406,11 417,10 404,30 415,30
2 418,10 429,9 416,30 428,30
4 430,9 443,7 429,29 443,29
plate 366,9 446,0 360,35 446,34
