14 82,177 95,179 73,211 88,211
33 96,179 109,181 90,211 104,212
30 111,181 122,183 106,212 118,212
6 127,183 137,185 123,213 135,213
0 138,185 147,186 135,213 146,213
8 149,186 158,188 147,213 157,214
9 159,188 167,189 158,214 167,214
plate 83,165 169,180 69,221 169,222
18 276,225 287,223 282,244 293,244
32 288,223 301,221 294,244 306,244
33 302,221 316,219 307,244 321,243
5 323,218 340,216 328,243 344,242
0 342,216 361,213 346,242 365,242
8 364,213 387,210 367,242 389,241
6 390,209 417,206 392,241 418,240
plate 272,216 426,189 282,250 426,249
