27 45,413 71,416 52,470 77,470
32 74,416 98,419 79,470 102,471
10 100,420 122,422 105,471 125,472
7 131,423 150,426 134,472 152,472
8 152,426 170,428 154,473 172,473
5 172,428 188,430 173,473 189,474
5 190,431 205,433 191,474 206,474
plate 39,390 209,417 51,483 209,484
27 377,449 385,448 381,465 389,464
33 386,448 395,447 389,464 398,464
19 396,447 407,446 400,464 410,464
4 411,445 423,444 415,464 426,463
1 424,444 438,442 427,463 440,463
2 440,442 456,440 443,463 457,462
6 457,440 475,438 459,462 476,462
plate 374,443 480,427 381,469 481,468
