18 292,352 306,353 289,383 303,383
10 307,353 320,354 304,383 318,384
23 322,355 334,356 320,384 333,384
4 339,356 350,357 338,384 350,385
1 351,357 362,358 350,385 362,385
4 364,358 374,359 363,385 374,385
0 375,359 384,360 375,385 384,385
plate 292,340 387,351 287,392 387,393
20 75,127 88,126 67,155 81,155
24 89,126 103,125 82,155 97,155
31 104,125 119,123 98,155 114,154
9 126,123 142,122 121,154 138,154
9 144,121 161,120 140,154 157,153
1 163,120 180,118 159,153 178,153
0 183,118 202,117 181,153 201,152
plate 76,116 208,103 63,164 208,163
