13 186,426 204,429 176,474 196,474
30 206,430 224,433 199,475 218,475
32 225,433 240,436 219,475 236,476
6 247,437 260,439 243,477 257,477
2 261,439 273,441 259,477 271,478
1 275,442 286,443 273,478 285,478
3 287,444 297,445 286,478 297,479
plate 186,409 300,434 170,488 300,489
25 79,373 89,371 68,394 78,394
11 89,371 101,369 79,394 90,393
30 101,369 114,367 91,393 104,393
5 120,366 134,364 111,392 126,392
4 136,363 153,361 128,391 146,391
8 155,360 174,357 148,391 170,390
6 177,357 200,353 172,389 198,388
plate 82,365 207,340 63,401 207,400
