26 222,396 241,396 231,434 248,434
21 243,397 262,397 251,434 268,434
28 264,398 282,398 270,434 287,434
1 290,399 306,400 294,434 309,435
9 308,400 323,400 311,435 326,435
9 325,401 341,401 328,435 343,435
4 342,401 358,402 344,435 358,435
plate 216,379 362,388 231,443 362,444
20 53,17 70,15 65,47 81,47
22 71,15 90,13 82,47 101,46
18 92,12 113,10 103,46 123,46
9 123,9 148,6 132,45 157,45
2 151,6 178,2 159,45 185,44
7 182,2 214,-1 189,44 219,43
4 217,-1 255,-6 222,43 256,42
plate 46,5 267,-29 66,55 267,54
