17 281,101 301,103 272,147 294,147
30 302,103 321,105 295,147 315,148
24 322,105 340,107 316,148 335,148
7 347,108 362,109 343,148 359,149
7 364,109 378,111 361,149 377,149
9 380,111 394,112 378,149 393,150
5 395,112 408,114 394,150 408,150
plate 282,84 412,100 267,160 412,161
22 60,298 87,302 67,351 92,352
33 88,302 111,305 93,352 115,353
25 113,305 134,308 116,353 136,353
4 142,310 159,312 145,354 161,354
5 161,313 177,315 163,354 178,355
6 179,315 193,317 180,355 193,355
7 194,317 207,319 195,355 207,356
plate 54,273 211,304 65,365 211,366
