21 54,45 76,48 63,92 83,92
30 78,48 100,51 86,92 105,93
18 101,51 120,54 106,93 124,94
3 128,55 144,57 132,94 146,94
3 146,57 160,59 148,94 162,95
0 162,59 176,61 164,95 177,95
9 177,61 190,62 178,95 190,96
plate 46,24 193,49 63,103 193,104
17 182,329 197,327 193,355 208,355
21 199,327 216,325 209,355 225,354
21 217,325 236,323 227,354 245,354
3 244,322 266,320 253,353 274,353
2 268,319 293,317 276,353 299,352
1 295,316 323,313 301,352 327,352
2 326,313 359,309 330,351 360,351
plate 176,318 367,290 195,362 367,361
