28 2,312 27,314 -3,368 22,368
18 30,314 54,316 24,368 49,369
10 56,316 78,317 52,369 74,369
5 88,318 109,319 85,369 107,370
3 111,319 132,321 109,370 130,370
2 134,321 153,322 132,370 152,370
4 155,322 174,323 155,370 173,371
plate 2,291 179,305 -7,384 178,384
15 247,383 274,387 242,443 269,444
10 276,387 300,391 271,444 296,445
26 302,391 324,394 298,445 321,446
9 332,395 352,398 330,446 350,447
1 354,398 371,400 352,447 370,447
9 373,401 390,403 372,448 389,448
5 391,403 406,405 390,448 406,449
plate 247,361 410,389 237,460 410,461
