18 55,264 69,263 59,292 72,292
21 70,263 86,263 74,292 89,292
27 87,262 102,262 90,292 105,292
0 109,262 125,261 112,292 127,292
9 127,261 143,260 129,292 145,291
4 145,260 163,259 147,291 164,291
1 164,259 183,258 165,291 183,291
plate 52,252 188,245 58,300 188,299
10 216,360 245,361 230,417 257,417
12 247,361 276,362 259,417 286,417
19 279,362 306,363 288,417 313,417
3 318,364 345,365 325,418 350,418
8 347,365 372,366 352,418 376,418
9 375,366 400,367 379,418 402,418
2 402,367 426,368 404,418 426,418
plate 207,335 432,346 230,431 433,431
