16 94,164 102,163 90,181 98,180
31 102,163 111,162 99,180 108,180
20 112,162 120,162 108,180 117,180
6 125,161 134,160 122,180 132,180
5 135,160 146,159 133,180 144,179
7 147,159 158,158 145,179 156,179
5 159,158 171,157 158,179 171,179
plate 95,158 174,150 89,185 174,184
21 73,328 92,330 64,372 85,373
24 93,330 112,332 86,373 106,373
17 113,332 130,333 107,373 126,373
5 138,334 153,335 134,374 150,374
4 155,335 169,336 152,374 167,374
7 171,336 185,337 169,374 184,375
6 187,337 200,338 186,375 200,375
plate 74,312 204,325 59,385 204,386
