13 39,242 59,241 46,281 66,280
11 61,240 83,239 68,280 89,280
16 85,239 106,238 91,280 111,280
6 117,238 141,236 122,280 144,279
5 143,236 168,235 147,279 171,279
1 170,235 195,234 173,279 197,279
4 199,233 226,232 201,279 226,278
plate 34,225 233,212 46,291 233,290
19 271,42 287,41 278,72 293,71
21 288,41 305,39 294,71 310,71
18 306,39 324,38 312,71 329,71
5 332,37 351,35 337,71 355,70
9 354,35 375,33 357,70 378,70
8 377,33 400,31 380,70 402,69
3 403,31 429,29 405,69 429,69
plate 267,31 435,12 278,79 436,78
