11 194,168 222,170 187,232 216,233
20 224,171 251,173 218,233 247,234
10 253,173 278,176 249,234 274,234
2 288,177 312,179 285,235 309,235
6 313,179 335,181 311,235 333,236
4 337,181 357,183 336,236 356,236
9 359,183 378,185 358,236 377,237
plate 193,143 383,166 181,251 383,252
13 59,362 79,361 53,405 74,405
20 81,361 102,360 75,405 98,405
25 104,360 126,358 99,404 122,404
2 136,358 160,356 132,404 157,404
6 162,356 186,355 159,404 184,403
7 189,355 214,353 187,403 213,403
3 216,353 243,352 215,403 242,402
plate 59,346 251,332 49,417 251,417
