32 40,111 56,109 30,145 46,145
20 57,109 75,107 47,145 66,144
25 77,106 96,104 67,144 87,143
9 105,103 127,100 97,143 120,142
0 129,100 153,97 122,142 148,141
3 156,97 183,93 151,141 180,140
4 186,93 216,89 182,140 215,139
plate 42,99 226,70 25,156 225,154
26 340,303 355,306 334,339 350,340
30 356,306 369,308 352,340 366,340
17 371,309 384,310 368,340 381,341
3 388,311 399,313 386,341 397,342
6 400,313 410,315 398,342 409,342
7 411,315 420,316 410,342 419,343
5 421,316 429,318 420,343 429,343
plate 341,290 431,309 331,350 431,351
