33 27,52 55,55 20,117 49,118
28 57,55 84,58 52,118 80,119
11 86,58 111,60 82,119 107,119
9 122,61 145,64 119,119 143,120
3 147,64 168,66 145,120 166,121
4 170,66 190,68 169,121 189,121
3 192,68 211,70 191,121 210,122
plate 26,27 216,51 14,136 216,137
26 216,350 233,353 210,392 228,393
12 235,353 250,356 231,393 246,394
21 252,356 266,359 248,394 264,394
0 272,360 284,362 270,395 283,395
3 285,362 297,364 284,395 295,396
9 297,364 308,366 296,396 307,396
8 309,366 318,367 309,396 318,397
plate 216,335 321,357 206,404 321,405
