12 247,196 261,195 255,223 268,223
26 263,195 278,194 270,223 285,222
15 279,194 295,193 286,222 301,222
7 302,193 319,192 308,222 323,222
7 321,192 338,191 325,222 341,222
9 340,191 359,190 343,222 361,221
4 360,190 380,189 362,221 381,221
plate 242,184 385,174 256,230 386,229
16 28,119 42,120 34,147 48,148
28 44,120 58,120 49,148 62,148
16 60,120 73,121 64,148 77,148
2 79,121 92,122 82,148 94,148
5 93,122 105,122 95,148 107,148
8 107,122 119,123 109,148 120,148
3 120,123 132,123 121,148 132,148
plate 24,107 135,113 35,155 135,155
