24 351,443 366,444 342,480 358,480
14 368,444 383,444 361,480 377,480
21 384,444 399,445 378,480 394,480
5 406,445 419,446 401,481 416,481
5 421,446 434,447 418,481 432,481
6 436,447 450,447 434,481 448,481
1 450,447 464,448 449,481 463,481
plate 352,430 467,436 337,491 467,491
18 89,446 98,445 78,468 87,467
30 99,445 109,443 88,467 99,467
13 110,443 122,441 100,467 112,466
8 127,440 140,439 118,466 132,465
8 142,438 156,436 134,465 149,464
3 158,436 175,433 151,464 171,463
4 176,433 196,430 172,463 195,462
plate 92,439 202,419 73,474 201,473
