30 130,36 154,35 144,82 166,81
28 156,35 182,34 168,81 192,81
26 184,34 209,34 194,81 218,81
9 221,33 248,33 229,81 255,81
2 250,32 277,32 257,81 282,81
3 280,32 308,31 285,81 311,80
8 310,31 338,30 313,80 339,80
plate 121,16 347,8 144,93 347,93
16 78,357 90,356 65,386 78,385
23 92,355 106,353 79,385 94,384
11 107,353 123,351 96,384 112,384
8 130,350 148,348 120,383 139,383
3 150,347 170,344 141,382 163,382
1 173,344 196,341 165,381 191,380
8 198,341 224,337 193,380 223,379
plate 81,347 231,322 60,394 230,393
