22 86,273 93,272 80,287 86,287
32 93,272 101,271 87,287 95,287
29 102,270 110,269 96,287 105,286
3 114,268 124,267 109,286 119,285
3 125,266 137,265 120,285 133,285
5 139,264 153,262 135,285 150,284
2 155,262 171,259 152,284 170,283
plate 88,268 176,250 77,292 175,291
16 138,75 155,77 142,113 159,114
20 158,77 174,79 161,114 176,114
13 176,79 192,81 178,114 194,115
4 198,81 212,83 200,115 214,115
4 213,83 227,84 215,115 228,115
1 228,84 240,86 228,115 241,116
4 242,86 253,87 242,116 253,116
plate 134,60 256,76 141,123 256,124
