17 15,236 38,237 20,283 41,284
14 40,237 61,238 44,284 64,284
18 63,239 84,240 67,284 86,284
8 92,240 112,241 95,284 114,285
4 114,241 133,242 116,285 134,285
9 135,242 153,243 136,285 154,285
5 155,243 172,244 156,285 173,285
plate 11,218 177,229 19,295 177,295
29 131,49 143,50 124,79 137,79
32 144,51 155,52 138,79 151,80
17 156,52 166,54 152,80 162,80
7 170,54 179,56 167,80 177,81
2 180,56 188,57 178,81 187,81
8 189,57 196,58 188,81 196,81
3 197,58 205,59 196,81 204,82
plate 132,39 206,52 120,86 206,87
