17 150,187 178,190 156,246 184,246
31 181,190 208,192 186,246 212,247
15 210,192 235,194 214,247 238,247
9 246,195 269,196 249,247 271,248
3 271,197 293,198 273,248 295,248
2 295,198 315,200 297,248 316,249
5 318,200 337,202 319,249 338,249
plate 144,162 342,182 155,261 343,262
17 64,123 77,122 72,147 85,147
16 78,122 93,121 86,147 100,146
32 93,120 110,119 101,146 116,146
4 117,118 135,116 124,146 141,145
3 137,116 157,114 143,145 161,145
0 159,114 181,112 164,145 184,144
8 184,111 209,109 187,144 210,144
plate 58,113 217,92 73,153 217,152
