13 21,179 45,177 39,222 61,221
15 47,177 72,176 63,221 86,221
32 74,176 100,174 88,221 113,220
8 113,173 141,172 125,220 151,220
7 145,171 175,170 154,220 182,220
6 177,169 209,167 184,220 214,219
6 213,167 248,165 217,219 249,219
plate 11,160 257,140 40,232 258,232
14 160,342 169,341 167,359 175,359
10 170,341 181,341 176,359 186,359
26 182,340 192,340 187,359 197,359
5 197,340 208,339 202,359 212,359
8 209,339 222,338 213,359 225,359
6 223,338 235,338 226,359 237,359
6 237,338 251,337 238,359 251,359
plate 156,334 253,328 167,363 254,363
