19 58,254 75,257 64,290 81,290
16 77,257 93,259 82,291 97,291
12 95,259 109,261 99,291 112,292
7 115,262 128,263 118,292 130,292
5 129,263 140,265 130,292 141,292
2 142,265 152,267 143,293 153,293
4 153,267 163,268 154,293 163,293
plate 53,238 165,258 65,299 165,300
17 188,30 217,33 196,88 224,89
12 219,33 247,35 226,89 252,89
23 249,35 274,37 254,89 278,90
6 285,37 308,39 289,90 311,90
6 310,39 333,41 313,90 335,91
5 335,41 356,42 337,91 357,91
7 358,43 378,44 359,91 378,91
plate 182,5 383,25 196,103 383,104
