14 211,317 240,321 200,387 231,388
11 243,321 270,325 234,388 263,390
16 272,325 296,329 265,390 291,391
0 307,330 329,334 302,391 326,392
8 331,334 350,337 327,392 348,393
5 353,337 371,340 351,393 370,394
5 372,340 389,342 371,394 389,394
plate 212,290 394,324 192,408 394,409
29 48,182 70,180 65,221 86,220
31 72,180 95,178 88,220 110,220
20 97,178 122,176 112,220 136,220
2 135,175 163,173 147,219 173,219
7 166,173 197,170 176,219 205,218
9 199,170 233,167 207,218 238,218
6 237,167 274,164 241,218 275,217
plate 38,165 284,138 67,230 285,230
