22 183,303 192,302 180,323 190,322
26 193,302 203,301 190,322 201,322
20 205,301 215,300 202,322 213,322
0 220,300 231,299 218,322 230,322
1 232,299 244,298 231,322 243,321
4 246,298 259,297 245,321 259,321
6 260,297 274,296 260,321 274,321
plate 183,295 278,286 178,328 278,328
20 44,136 68,137 56,183 78,183
24 70,137 93,138 80,183 101,183
30 95,138 117,139 103,183 123,184
8 126,140 147,141 132,184 151,184
0 149,141 169,142 153,184 172,184
7 171,142 190,143 173,184 191,184
7 192,143 210,144 193,184 211,185
plate 37,116 215,128 56,193 215,194
