30 88,152 110,155 75,208 99,209
26 112,156 132,159 102,209 124,210
28 134,159 152,162 126,210 146,211
4 160,163 176,165 154,211 172,212
9 178,166 193,168 174,212 190,213
0 194,168 208,170 192,213 207,214
7 210,170 222,172 208,214 222,214
plate 89,133 226,159 69,224 226,225
29 192,391 200,390 187,409 194,408
30 201,390 210,388 196,408 205,408
28 211,388 222,386 206,408 217,407
2 228,385 240,383 223,407 236,406
6 242,382 258,380 238,406 254,405
4 260,379 280,376 256,405 277,404
1 281,375 306,371 278,404 305,403
plate 193,385 313,358 184,414 312,412
