13 56,65 85,69 48,135 79,136
27 88,69 116,73 81,136 111,137
24 118,74 142,77 113,137 139,138
1 153,78 176,81 150,139 174,139
7 178,82 198,84 175,140 196,140
9 200,85 219,87 199,140 218,141
2 221,88 238,90 220,141 238,142
plate 55,39 243,71 41,155 243,157
20 165,469 179,470 157,501 172,502
26 180,470 192,472 173,502 187,502
22 194,472 206,473 189,502 202,503
1 210,474 220,475 206,503 218,503
9 221,475 231,477 219,503 229,504
7 232,477 242,478 231,504 241,504
3 242,478 251,479 241,504 250,504
plate 167,457 253,470 153,511 253,512
