23 43,427 60,425 61,457 77,456
19 62,425 81,423 78,456 97,456
22 83,423 104,420 99,456 119,455
3 115,419 141,416 129,455 154,455
7 143,416 172,413 156,454 182,454
7 176,412 210,409 186,454 216,453
1 213,408 251,404 219,453 254,452
plate 34,415 264,379 63,464 265,463
22 175,66 182,65 167,82 175,82
25 183,65 191,64 176,82 184,81
13 192,63 201,62 185,81 195,81
8 205,62 215,60 199,81 210,80
3 216,60 228,58 211,80 224,80
3 230,58 243,56 226,80 240,79
9 244,56 259,54 242,79 258,78
plate 177,60 263,45 164,87 263,86
