23 55,315 82,318 46,379 74,380
31 84,318 111,320 77,380 105,381
33 113,321 137,323 107,381 132,381
4 147,324 170,326 143,382 167,382
3 172,326 193,328 169,382 191,383
4 196,328 215,330 194,383 214,383
4 217,330 235,332 216,383 235,384
plate 54,291 241,314 39,398 241,399
24 280,81 294,82 287,109 299,109
22 295,82 309,83 300,109 313,109
24 310,83 321,84 314,109 325,109
8 327,85 338,86 330,110 340,110
9 339,86 350,87 341,110 351,110
0 351,87 361,87 352,110 361,110
6 362,87 372,88 362,110 372,110
plate 276,70 373,80 287,115 373,115
