23 65,186 80,185 77,214 92,214
21 82,185 99,183 93,214 109,214
12 101,183 119,181 111,214 128,213
8 127,181 147,179 136,213 155,213
5 149,179 171,177 157,213 177,212
4 174,177 198,174 180,212 202,212
0 201,174 228,172 205,212 230,211
plate 59,175 236,154 78,221 237,220
25 207,279 229,278 217,321 238,320
25 231,277 255,276 241,320 263,320
27 256,276 281,274 265,320 288,319
7 293,273 320,271 300,319 326,319
7 323,271 353,268 329,319 357,318
8 355,268 386,266 359,318 389,318
7 390,266 424,263 393,317 425,317
plate 201,262 434,239 217,331 434,331
