22 27,369 55,372 10,438 41,439
31 59,372 85,375 45,439 74,440
31 87,375 112,378 76,440 103,441
8 122,379 145,381 115,441 140,442
9 148,381 169,384 142,442 165,442
3 171,384 191,386 167,443 189,443
4 193,386 212,388 191,443 212,444
plate 30,344 217,368 1,459 217,460
14 216,330 225,329 213,350 222,350
17 227,329 236,328 223,350 234,350
32 238,328 250,327 235,350 247,349
1 255,326 268,325 252,349 266,349
1 269,324 283,323 267,349 282,348
6 284,323 300,321 283,348 299,348
5 303,321 319,319 302,348 319,347
plate 216,323 325,308 211,356 325,356
