17 97,23 110,21 81,52 94,52
15 112,20 126,18 95,52 110,51
20 128,17 145,14 111,51 129,50
6 153,12 175,8 138,49 160,48
3 177,8 203,3 163,48 190,46
1 205,3 235,-2 193,46 227,44
6 239,-3 278,-11 231,44 275,41
plate 102,13 290,-30 75,61 288,59
21 209,177 233,180 197,233 222,234
31 235,180 257,183 225,234 249,235
11 259,183 279,185 251,235 273,235
5 287,186 306,188 282,236 301,236
9 307,189 324,191 303,236 322,237
1 326,191 342,193 324,237 341,238
4 344,193 359,194 342,238 358,238
plate 211,157 362,179 190,250 362,251
