20 46,404 76,407 54,465 83,466
28 79,407 107,410 85,466 112,466
27 109,410 134,412 114,466 138,467
3 146,413 169,416 150,467 172,468
1 171,416 193,418 174,468 195,468
0 195,418 215,420 197,468 216,469
2 218,420 236,422 219,469 237,469
plate 40,378 241,402 54,481 242,482
11 370,97 382,97 373,122 385,122
21 383,97 396,98 386,122 398,122
26 397,98 408,99 399,122 410,123
7 413,99 424,99 415,123 425,123
0 425,99 436,100 426,123 436,123
2 437,100 446,101 437,123 447,123
1 447,101 457,101 447,123 457,123
plate 368,87 459,93 373,128 459,128
